composite_key,objeto_contrato,valor_contrato,processo_gdf,numero_contrato,raw_text_hash,versao_idx
132be85ea7ce_04001-0000000220/2021-26_43313/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 3,48",04001-0000000220/2021-26,43313/2021,2c67df25598a,0
132be85ea7ce_04001-0000000217/2021-11_43315/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 78.507,00",04001-0000000217/2021-11,43315/2021,bd46da5477ec,0
132be85ea7ce_04001-0000000215/2021-13_43316/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 26.167,00",04001-0000000215/2021-13,43316/2021,74c29a387d4e,0
132be85ea7ce_04001-0000000208/2021-11_43319/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 68.685,00",04001-0000000208/2021-11,43319/2021,34f2475a250e,0
132be85ea7ce_04001-0000000201/2021-08_43327/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 2,94",04001-0000000201/2021-08,43327/2021,c1f4749e325e,0
132be85ea7ce_04001-0000000210/2021-91_43338/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 55,84",04001-0000000210/2021-91,43338/2021,3cb4e1e8607e,0
f0daeaafc014_00056-00000237/2021-88_01/2021,"prestação de serviços, com emprego de mão de obra de presos, do regime fechado ou semiaberto do Sistema Penitenciário do Distrito Federal, pela CONTRATADA, promovendo em primeira etapa a capacitação e produção de capas de sofás e para uma segunda etapa, a produção do próprio estofado, nas dependências da Penitenciária Feminina do Distrito Federal - PFDF","R$ 59.400,00",00056-00000237/2021-88,01/2021,41fd490d3061,0
1a6177e3d8d0_00304-00000692/2021-87_44.999/2021,"Para execução da obra para a reforma da Quadra na AR 11 Conjunto 07, situada na Região Administrativa de Sobradinho II DF, consoante especifica o Edital do Convite nº 01/2021 e a Proposta de Preço, que passam a integrar o presente Contrato","R$ 130.330,80",00304-00000692/2021-87,44.999/2021,989dbdfe825d,0
2001cede106d_unknown_processo_unknown_numero,"a contratação de empresa especializada em fornecimento de infraestrutura integrada para aceleração de banco de dados Oracle, abrangendo serviços de instalação, configuração, suporte técnico e garantia, bem como licenciamento de produtos com uso perpétuo e ilimitado, afim de atender às necessidades por modernização técnica do ambiente computacional da Secretaria de Estado de Economia do Distrito Federal (SEEC/DF), conforme condições, quantidades, exigências e estimativas descritas no Edital Pregão Eletrônico Nº 027/2021- COLIC/SCG/SPLAN/SEEC-DF e seus anexos, do Termo de Referência, da Proposta de Preços e sua atualização","R$ 27.365.000,00",,,58e1188ce15d,0
12bf665ac38b_00150-00000604/2021-66_202/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos Projetos Culturais do Programa de Incentivo Fiscal a que lhe forem designados,"R$ 200,00",00150-00000604/2021-66,202/2021,5de8ca9249de,0
00c878ac6ddb_00144-00001002/2019-36_07/2021,"execução da obra de implantação da praça denominada ""Praça Vila Nova"" localizada entre a Rua 10 e Rua 05 do bairro Vila Nova na cidade de São Sebastião/DF, com área de 669 m²","R$ 178.719,06",00144-00001002/2019-36,07/2021,a0fb78fa9f34,0
e299cd22e346_00040-00029280/2021-21_45010/2021,"a contratação de empresa para modernização e expansão da plataforma de Business Intelligence Qlik, incluindo o fornecimento de licenças e serviços de implantação, suporte técnico, atualização e treinamento pelo período de 12 (doze) meses, de acordo com as quantidades e especificações do Termo de Referência, do Edital de Licitação de Pregão Eletrônico nº 59/2021 - COLIC/SCG/SPLAN/SEEC-DF, da Ata de Registro de Preços nº 96/2021, do Primeiro Termo Aditivo à Ata de Registro de Preços nº 0096/2021, da Solicitação de Saldo de Ata - SSA nº 5795/2021, da Aprovação de Solicitação de Saldo de Ata nº 5233/2021, dos Termos de Adjudicação e Homologação do Pregão Eletrônico e da Proposta de Preço e sua atualização, que passam a integrar o presente Termo contratual","R$ 10.021.142,00",00040-00029280/2021-21,45010/2021,e8228aba9f77,0
e481a9499752_3104/2021_37/2021,Concessão de patrocínio ao evento 29ª CasaCor Brasília a ser realizado entre os dias 26/10/2021 e 12/12/2021,"R$ 200.000,00",3104/2021,37/2021,2012b2bceee0,0
41be040cb624_3105/2021_38/2021,"Concessão de patrocínio ao evento 14º Salão do Artesanato Raízes Brasileiras , a ser realizado entre os dias 27/10/2021 a 31/10/2021","R$ 50.000,00",3105/2021,38/2021,95fa431b5c46,0
132be85ea7ce_04001-0000000065/2021-48_42848/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000065/2021-48,42848/2021,6aa7ea727c05,0
132be85ea7ce_04001-0000000068/2021-81_42876/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 95,35",04001-0000000068/2021-81,42876/2021,b743082d1704,0
132be85ea7ce_04001-0000000071/2021-03_42877/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000071/2021-03,42877/2021,db6e4f51753b,0
132be85ea7ce_04001-0000000136/2021-11_42955/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000136/2021-11,42955/2021,9e61102c4ef4,0
132be85ea7ce_04001-0000000194/2021-36_43295/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000194/2021-36,43295/2021,6380966b3f5b,0
132be85ea7ce_04001-0000000227/2021-48_43297/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 117,51",04001-0000000227/2021-48,43297/2021,abc8fa1ec2e4,0
132be85ea7ce_04001-0000000206/2021-22_43321/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000206/2021-22,43321/2021,30a696011cb6,0
132be85ea7ce_04001-0000000221/2021-71_43332/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000221/2021-71,43332/2021,25d4e9fc47b8,0
132be85ea7ce_04001-0000000424/2021-67_43932/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000424/2021-67,43932/2021,b2f61f78fad8,0
132be85ea7ce_04001-0000000341/2021-78_43968/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000341/2021-78,43968/2021,f43c44dca753,0
132be85ea7ce_04001-0000000293/2021-18_44010/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000293/2021-18,44010/2021,d1721aa091cc,0
132be85ea7ce_04001-0000000342/2021-12_44413/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 4.676,49",04001-0000000342/2021-12,44413/2021,2ec5830eb6e6,0
cf4d5ffde550_04001-0000000451/2021-30_44951/2021,"CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE AOS BENEFICIARIOS DO PLANO DE ASSISTENCIA SUPLEMENTAR A SAUDE - GDFSAUDE-DF, COMPREENDENDO ASSISTENCIA MEDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA, CONFORME CONTRATO","R$ 1.000,00",04001-0000000451/2021-30,44951/2021,35b3348fbba5,0
54eb4ecb26d2_04001-0000000469/2021-31_44953/2021,"CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTAQAO DE SERVIQOS DE SAUDE AOS BENEFICIARIOS DO PLANO DE ASSISTENCIA SUPLEMENTAR A SAUDE - GDFSAUDE-DF, COMPREENDENDO ASSISTENCIA MEDICA E SERVIQOS AUXILIARES DE DIAGN6STICO. CONFORME CONTRATO","R$ 10.749,95",04001-0000000469/2021-31,44953/2021,4238269d46ec,0
132be85ea7ce_04001-0000000457/2021-15_44963/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.000,00",04001-0000000457/2021-15,44963/2021,cb50cfa107ca,0
23b84da0d150_00112-00003279/2020-03_61/2021,"a contratação de empresa para construção de Centro de Educação da Primeira Infância (CEPI), Creche Tipo 1 (projeto próprio), localizada na CL 201, Lote 01-A - Santa Maria/DF","R$ 4.218.278,13",00112-00003279/2020-03,61/2021,403fe7620a53,0
2b43cd6cac08_00070-00004267/2021-58_40/2021,"O Contrato tem por objeto a aquisição dos seguintes itens: Item 02 da ARP nº 21/2020-SEAGRI-DF (49603836) - TUBO PEAD CORRUGADO, dupla parede, Diâmetro nominal (DN): 200mm; Diâmetro interno mínimo 145mm, Classe de rigidez SN4: fabricado em conformidade com pelo menos uma das seguintes normas técnicas: ABNT NBR lSO 21138-3-2016 (série DN/DI) ou DNIT 094/2014. Barra com 06 metros. Quantidade: 298. Item 04 da ARP nº 21/2020-SEAGRI-DF (49603836) - TUBO PEAD CORRUGADO, dupla parede, Diâmetro nominal (DN): 250mm; Diâmetro interno mínimo 195mm, Classe de rigidez SN4: fabricado em conformidade com pelo menos uma das seguintes normas técnicas: ABNT NBR lSO 21138-3-2016 (série DN/DI) ou DNIT 094/2014. Barra com 6 metros. Quantidade: 1076. Consoante específica o Edital de Pregão Eletrônico (SRP) nº 11/2020 (44589354), da Proposta (72656379) e da Lei nº 8.666, 21 de junho de 1993, Lei nº 10.520/2002 e Decreto 10.024/2019","R$ 26.987.350,00",00070-00004267/2021-58,40/2021,142d77a0ba36,0
c06b6d530cb0_00304-00000661/2021-26_044425/2021,"Prestação de serviços a serem executados de forma contínua, correspondentes ao fornecimento de mão de obra de até 25 (vinte e cinco) postos de sentenciados presos e egressos","R$ 584.415,00",00304-00000661/2021-26,044425/2021,ac0208decbd1,0
eb7c8ad2ede7_00080-00048417/2020-17_54/2021,"a locação do imóvel situado na Rodovia DF 250, KM 2,5, Chácara 03 - Sítio Rosas - Região dos Lagos - Paranoá/DF, com área útil construída de 8.468, 793 m2 (oito mil, quatrocentos e sessenta e oito metros e setenta e nove centímetros quadrados), para sediar as instalações do Centro Educacional 01 do Itapoã, da Coordenação Regional de Ensino do Paranoá/Itapoã, para acomodar os estudantes do Ensino Fundamental - séries finais e do Ensino Médio, professores, equipe gestora, servidores e demais colaboradores necessários ao pleno funcionamento da unidade escolar","R$ 8.511.120,00",00080-00048417/2020-17,54/2021,832b1d710791,0
d111ed4d5052_00400-00049552/2019-59_21/2021,aquisição de colares cervicais para qualificar os atendimentos realizados aos adolescentes que se encontram em internação provisória ou em cumprimento de medida socioeducativa de internação,"R$ 731,00",00400-00049552/2019-59,21/2021,d0458ee69681,0
a9c424b7829d_00150-00003728/2021-01_038/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 3.750,00",00150-00003728/2021-01,038/2021,8a9acff8134f,0
6abcdc8ed232_00370-00000657/2021-10_44.140/2021,"contratação de empresa especializada para prestação de serviços de controle de vetores e pragas urbanas, compreendendo, dedetização, desinsetização, desratização, descupinização, controle/manejo de pombos, consoante especifica o Edital de Licitação de Pregão Eletrônico nº 132/2020, o Termo de Referência e a Ata de Registro de Preço 0294/2020 fl. 1, que passam a integrar o presente Termo","R$ 300,00",00370-00000657/2021-10,44.140/2021,b8019d4b27e1,0
3255f1c8a6ce_00370-00000835/2019-98_44.480/2021,Contratação de empresa especializada para realizar o Programa de Capacitação Técnica para Trabalhadores de Empresas do DF nas ADE's do Programa PROCIDADES,"R$ 2.399.166,97",00370-00000835/2019-98,44.480/2021,b53e8fcdfacc,0
ffd4bb72c560_00428-00002060/2020-43_44142/2021,"aquisição de veículos policiais reservados (descaracterizados) para atender demanda da Casa Militar do Distrito Federal, órgão vinculado à Casa Civil do Distrito Federal, necessários ao cumprimento das missões relacionadas à segurança pessoal do Excelentíssimo Senhor Governador do Distrito Federal, nos termos, condições e especificações estabelecidas no Termo de Referência, no Edital nº 33/2020-SECOM/DICON/CGAD/DLOG/PF e seus anexos e na Proposta de Preço e sua atualização","R$ 1.147.000,00",00428-00002060/2020-43,44142/2021,9c6dfdfc5c6f,0
fb8483689895_00040-00012912/2021-18_44791/2021,"a prestação de serviços especializados em engenharia, para adequação de ambiente, localizado em edificação térrea adjacente ao Anexo do Palácio do Burti, item 01, para atender às necessidades da Secretaria de Estado de Economia do Distrito Federal, nos termos, condições e especificações estabelecidas no Projeto Básico - SEEC/SEGEA/SUAG/COGEPRO, no Edital de Tomada de Preços Nº 002/2021 - COLIC/SCG/SPLAN/SEEC-DF e seus anexos, na Proposta de Preço","R$ 465.121,25",00040-00012912/2021-18,44791/2021,5a5582cea67f,0
132be85ea7ce_04001-0000000100/2021-29_42903/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.811,65",04001-0000000100/2021-29,42903/2021,9315cad003ee,0
132be85ea7ce_04001-0000000137/2021-57_42940/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 775,43",04001-0000000137/2021-57,42940/2021,68f09013c001,0
474eae413015_00093-00000648/2021-17_046/2021 - CJU/CEB-H,"Locação de 02 (duas) máquinas automáticas de café expresso, incluindo instalação, manutenção, assistência técnica","R$ 11.280,00",00093-00000648/2021-17,046/2021 - CJU/CEB-H,4edbffd7062e,0
9d16a01112e6_00145-00000440/2021-73_04/2021,"O Contrato tem por objeto a prestação de serviços de eficientização da Iluminação Pública com a substituição de lâmpadas convencionais por lâmpadas LED, nas Quadras 508, 509, 510 e 511 - Recanto das Emas/DF, consoante especifica a Justificativa de Dispensa de Licitação (74343470) e a Proposta (71413034), que passam a integrar o presente Termo","R$ 498.527,63",00145-00000440/2021-73,04/2021,403abb6195cf,0
132be85ea7ce_04001-0000000292/2021-73_43850/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 729.048,13",04001-0000000292/2021-73,43850/2021,f240ab6c47ea,0
d579275d06f2_00220-00004989/2021-04_35/2021,"prestação do serviço de reparo, com fornecimento e instalação de grama sintética nas quadras poliesportivas localizadas no Distrito Federal - DF, consoante especifica o Edital de Pregão Eletrônico SRP nº 020/2021 (69131136) e da Proposta (70440084), que passam a integrar o presente Termo","R$ 709.506,00",00220-00004989/2021-04,35/2021,4a2a21a31ab4,0
618c67827888_00220-00005901/2021-63_39/2021,"a aquisição de 3.000 (três mil) pares de chuteiras, consoante especifica o Edital de Pregão Eletrônico SRP nº 024/2021 (72716217), da Proposta (74147552), do Memorando nº 34/2021 (76395029) e do Termo de Referência (76691393), que passam a integrar o presente Termo","R$ 510.000,00",00220-00005901/2021-63,39/2021,414fb1319a5c,0
a9c424b7829d_00150-00003823/2021-05_74/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 5.125,00",00150-00003823/2021-05,74/2021,718c114a9dc7,0
a9c424b7829d_00150-00003825/2021-96_75/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 8.350,00",00150-00003825/2021-96,75/2021,ac0a6fd6df6c,0
a9c424b7829d_00150-00003826/2021-31_76/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 5.775,00",00150-00003826/2021-31,76/2021,5af19a66da82,0
a9c424b7829d_00150-00003828/2021-20_77/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 1.175,00",00150-00003828/2021-20,77/2021,1fb5867d3633,0
26297341fa1a_00150-00003837/2021-11_78/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados;,"R$ 5.425,00",00150-00003837/2021-11,78/2021,7d39b55a047c,0
a9c424b7829d_00150-00003841/2021-89_79/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 1.175,00",00150-00003841/2021-89,79/2021,38ea5c9b342e,0
a9c424b7829d_00150-00003842/2021-23_80/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 4.025,00",00150-00003842/2021-23,80/2021,9f2b681c7798,0
a9c424b7829d_00150-00003893/2021-55_98/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 8.350,00",00150-00003893/2021-55,98/2021,2f8fcf277611,0
a9c424b7829d_: 00150-00003896/2021-99_99/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 4.225,00",: 00150-00003896/2021-99,99/2021,6a8b375694a6,0
a9c424b7829d_00150-00003903/2021-52_100/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 4.875,00",00150-00003903/2021-52,100/2021,b5b4fa2988e5,0
a9c424b7829d_00150-00003905/2021-41_101/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 3.050,00",00150-00003905/2021-41,101/2021,6f0d1c2b06ac,0
a9c424b7829d_00150-00003907/2021-31_102/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 2.625,00",00150-00003907/2021-31,102/2021,ac1c5fc40f40,0
a9c424b7829d_00150-00003690/2021-69_107/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 6.175,00",00150-00003690/2021-69,107/2021,077b33c879c0,0
a9c424b7829d_00150-00003244/2021-54_109/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 3.150,00",00150-00003244/2021-54,109/2021,8423d1d7ea83,0
a9c424b7829d_00150-00003247/2021-98_110/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 6.600,00",00150-00003247/2021-98,110/2021,e693db69d11c,0
a9c424b7829d_00150-00003298/2021-10_117/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 4.025,00",00150-00003298/2021-10,117/2021,dcb42ccbbf6b,0
a9c424b7829d_00150-00003307/2021-72_118/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 3.600,00",00150-00003307/2021-72,118/2021,e310af29e1bb,0
a9c424b7829d_00150-00003309/2021-61_119/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 4.875,00",00150-00003309/2021-61,119/2021,d0d55a57d35e,0
a9c424b7829d_00150-00003383/2021-88_123/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 6.300,00",00150-00003383/2021-88,123/2021,9316145fec56,0
a9c424b7829d_00150-00003603/2021-73_128/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 7.150,00",00150-00003603/2021-73,128/2021,b639507f1e6a,0
a9c424b7829d_00150-00003607/2021-51_129/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 10.200,00",00150-00003607/2021-51,129/2021,a4f2d6adcd5b,0
a9c424b7829d_00150-00003609/2021-41_130/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 2.625,00",00150-00003609/2021-41,130/2021,0435dbc409cd,0
a9c424b7829d_00150-00003612/2021-64_131/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 9.175,00",00150-00003612/2021-64,131/2021,cfdd905dc693,0
a9c424b7829d_00150-00003614/2021-53_132/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 5.975,00",00150-00003614/2021-53,132/2021,d48accac8f8f,0
a9c424b7829d_00150-00003616/2021-42_133/2021,O presente Contrato tem por objeto a prestação de serviços de emissão de análise técnica e de mérito cultural nos projetos a que lhe forem designados,"R$ 8.175,00",00150-00003616/2021-42,133/2021,ac81b629989b,0
